y,p_raw,p_cal
1,0.103843175,0.06024838601750345
0,0.40773985,0.24962770990731797
0,0.52079695,0.3365444576904257
1,0.7940421,0.6204124601790773
1,0.683486,0.48892894645006596
0,0.12520969,0.07229566744138713
0,0.64542925,0.44963538719007234
1,0.6892445,0.4951069727510608
1,0.684649,0.49017152577628725
0,0.32780087,0.19478186902324854
1,0.21832639,0.12628735379121797
0,0.5534474,0.36416349102778284
0,0.20671895,0.11938229894787439
0,0.3287437,0.1954022736504483
1,0.5779445,0.3857567842520997
1,0.830719,0.6713365860816319
1,0.7898476,0.6148571561756774
0,0.6585614,0.46290349200976916
1,0.5622821,0.37186120811216233
0,0.2021923,0.11670506845875787
1,0.8380527,0.6820659593908801
1,0.28669602,0.16827790112641755
0,0.76258796,0.5799634735142715
0,0.48303145,0.3061064656242995
0,0.7398635,0.5523585800930343
0,0.7803431,0.6024576383399668
0,0.122108564,0.07054203879112114
0,0.12985685,0.07492738329548307
0,0.7482626,0.5624132843532137
1,0.75237674,0.5674009507432534
0,0.7528579,0.5679870379975231
0,0.07385831,0.04342190978984448
0,0.16012748,0.09220395530528627
0,0.49813947,0.31809927048438386
1,0.8970877,0.7764560450774058
0,0.59822816,0.4042471248994868
1,0.7220369,0.5315634717416505
0,0.6631257,0.467585124125591
0,0.0567292,0.03379230502653885
1,0.89611465,0.7747681372409195
0,0.23213884,0.13458260861294974
0,0.110917486,0.06422883357618095
1,0.80101717,0.6297667725145356
0,0.21006213,0.12136512468194292
0,0.604955,0.410508126295986
1,0.77985257,0.601824623532779
0,0.36112237,0.2170743003443449
0,0.34950212,0.20921292547251158
1,0.65834063,0.4626779705597359
1,0.6278087,0.4322844604051534
0,0.26766562,0.1563452438818818
0,0.5315084,0.3454656631442466
1,0.12456867,0.0719330208053736
0,0.18386045,0.10594732165799155
0,0.6192264,0.4240131149406481
1,0.27301097,0.15967661070424397
0,0.5468676,0.3584941688950632
0,0.53266925,0.3464405259451079
1,0.8512028,0.7018079013702668
0,0.4721668,0.2976267281915958
0,0.06345629,0.037579831333401814
0,0.3991751,0.2435190955455642
0,0.58440435,0.39158350294191885
1,0.6863966,0.49204359125990255
0,0.7830807,0.6060026918680916
0,0.85736704,0.7112955968020046
1,0.7887602,0.6134253589415142
1,0.44694114,0.2783830415481279
0,0.065868214,0.03893567947240696
0,0.8666173,0.725828332808231
1,0.21773233,0.12593252454241738
0,0.25603184,0.14914774756054322
0,0.08820115,0.05146641899120581
0,0.3172784,0.18789696873720377
0,0.7346345,0.5461833620453382
1,0.74664444,0.5604629420182566
0,0.52556014,0.3404951888065731
0,0.13104002,0.07559818708505614
0,0.1456329,0.08389995667161282
1,0.68180555,0.4871381003637972
0,0.101311855,0.05882568946409066
0,0.56770086,0.3766321927854933
0,0.5353502,0.34869800985875676
0,0.24129,0.14012781953941883
0,0.19788973,0.11416820206438288
0,0.1632153,0.09398127997521832
0,0.55300003,0.36377629937322054
1,0.818198,0.6534562094899499
0,0.41702253,0.25631682011950263
1,0.813226,0.6465029255306027
0,0.5588663,0.3688732526746181
0,0.37257427,0.2249173056868745
1,0.7563274,0.572229977966687
0,0.04893911,0.02939098388284113
1,0.8467443,0.6950399917128581
0,0.7908697,0.6162060844982011
0,0.36365888,0.21880317682856384
0,0.32448086,0.19260184429783941
0,0.3328597,0.19811757705076202
0,0.13645738,0.07867380763148167
0,0.17105278,0.09850651233467984
1,0.48404592,0.3069043443912642
0,0.2013457,0.11620529578573538
0,0.08127942,0.04758451810211702
0,0.65390444,0.4581644159433454
1,0.8219782,0.6587977998869163
0,0.32154602,0.190680691982556
0,0.3174794,0.18802782861486916
0,0.15021834,0.08652029080245163
1,0.38331458,0.23236197662521713
0,0.3213348,0.1905426486037262
0,0.13979359,0.08057148318516098
0,0.30179915,0.17789601469959304
0,0.8376206,0.6814283907356329
0,0.15775931,0.09084290163445391
0,0.16235319,0.09348475051038013
1,0.8106529,0.6429362731934435
1,0.5257371,0.3406424722945736
0,0.08336444,0.04875380160554255
0,0.36633614,0.22063307734588317
0,0.09997805,0.05807633267059454
0,0.2149334,0.12426285315069653
1,0.34817153,0.2083188386128562
1,0.58912283,0.39587580784395815
1,0.4639096,0.29126041818885073
0,0.3938428,0.23974588751183457
0,0.44234568,0.27494175925509834
0,0.046077635,0.027768716667650004
0,0.3912676,0.23793176029203186
0,0.24453196,0.14210208315991543
1,0.8285112,0.6681442795318697
0,0.10340818,0.06000384877456396
0,0.3195275,0.18936259128315835
1,0.60639316,0.411855249581317
0,0.10435973,0.06053880427126313
0,0.090083554,0.052522339477699444
0,0.39068836,0.23752442954520595
1,0.24583597,0.14289766188108602
0,0.6780019,0.4831042790914307
0,0.045100413,0.027213870291493244
0,0.2167897,0.1253698206132339
0,0.48038214,0.3040277401785905
0,0.52692825,0.34163476264953285
0,0.664113,0.46860265686626573
1,0.4914056,0.31272446201888693
0,0.15505525,0.08929092631531071
0,0.41853678,0.2574148728043484
1,0.4651375,0.2922029298296467
0,0.33211425,0.19762497821775865
1,0.7368949,0.5488449414200282
0,0.38627267,0.23442788069231238
0,0.11741431,0.06789114282400695
0,0.15123221,0.08710047752135502
0,0.32410073,0.1923526974509997
0,0.17871007,0.10294804693643467
0,0.1506667,0.08677682710905381
0,0.34821066,0.20834511471906034
0,0.72361934,0.5333803840766701
0,0.5813321,0.3888052471036446
0,0.1462152,0.08423238613867119
0,0.69177735,0.49784473734316287
0,0.54830796,0.3597306177977442
0,0.8358437,0.6788135641014422
1,0.536348,0.34954036284056106
0,0.4934854,0.3143793922102555
0,0.13744588,0.0792357840361655
0,0.20202905,0.11660867111579937
1,0.38945043,0.2366547797130539
1,0.8118635,0.6446116311415002
0,0.37974975,0.22988128060255295
0,0.40850198,0.25017419902816157
0,0.42642617,0.26316757260941503
0,0.25916606,0.1510797707408554
0,0.3772089,0.22811907268553266
0,0.204572,0.11811144767914274
1,0.5121874,0.3294687422828444
0,0.3186712,0.18880420335050355
0,0.56245744,0.372015006469607
1,0.37110385,0.22390485160529686
0,0.049607698,0.029769547085952534
0,0.3496748,0.2093290449452249
0,0.119559005,0.06910175395484251
0,0.8747199,0.7388630325048824
0,0.75671655,0.572707782412815
1,0.18175574,0.10472048279514455
0,0.53901297,0.3517960354256654
1,0.19308443,0.11134374804382326
0,0.5972262,0.40332016308381763
1,0.70568943,0.51311080169536
0,0.38848105,0.23597462548500492
0,0.22432671,0.12988017922353898
0,0.12510678,0.07223744325865948
0,0.5214128,0.3370537886474997
0,0.6456353,0.44984130745356093
0,0.30641598,0.18086339332483317
0,0.29033545,0.1705833218406745
1,0.63057923,0.4349793380110857
0,0.7123345,0.5205428917095577
0,0.6801422,0.4853707687899411
0,0.16252325,0.09358268141863549
0,0.11300881,0.06540695991437528
0,0.32270354,0.19143774297704613
0,0.06179664,0.03664628701272973
1,0.31729257,0.1879062027807806
0,0.2309551,0.1338682316090085
0,0.12158084,0.07024381457434216
0,0.2502872,0.14561977327535502
0,0.36881697,0.22233341646650012
0,0.10535701,0.06109959185244439
0,0.14090423,0.08120386478171188
0,0.80567086,0.636090710517574
0,0.15866451,0.0913629395691605
1,0.41135228,0.2522222719051108
0,0.4089919,0.2505257503791402
0,0.15818061,0.09108490711851654
0,0.45788077,0.28665392430058073
0,0.22900793,0.13269457528694117
0,0.32338548,0.19188415291142272
0,0.38046706,0.23037966133549095
0,0.2970385,0.17484970280887427
0,0.33228087,0.19773505370624128
0,0.13713323,0.07905800777456665
0,0.86176825,0.7181650503130568
0,0.74348783,0.5566765620416092
0,0.21231626,0.12270473991943952
0,0.6891329,0.4949866539516137
0,0.6489724,0.45318619054332226
1,0.57551724,0.3835820239823094
1,0.6803362,0.485576580059441
0,0.867497,0.7272294500421687
0,0.4511773,0.2815725054661927
0,0.29236573,0.1718727701676588
0,0.40543604,0.2479786742860501
0,0.4087587,0.2503583863812864
1,0.52658033,0.3413447610891551
0,0.50143504,0.32074727750866117
1,0.7546652,0.5701934524198021
0,0.097395614,0.056625982791453734
0,0.72506243,0.5350421311982622
0,0.18449882,0.10631975088174937
0,0.90616816,0.7924559584250094
0,0.45777062,0.28657008488606783
0,0.121315725,0.07009401593169205
0,0.5637001,0.3731060095086616
0,0.2070637,0.11958655118293886
1,0.50943905,0.3272274316525956
0,0.6626914,0.46713809222188396
1,0.7171321,0.5259668338416015
0,0.24307138,0.14121198597018736
0,0.3647951,0.21957913532853301
0,0.61953187,0.4243055579614858
1,0.73342997,0.5447698532105103
0,0.09529533,0.055446871123145766
0,0.07108253,0.041864128143203366
0,0.43408552,0.2688043390040525
0,0.6423989,0.44661517765616726
1,0.62337476,0.4279968376404522
1,0.87212616,0.7346584956238902
0,0.83071804,0.6713352034261745
0,0.09441066,0.054950316472527655
0,0.49379098,0.3146229420185241
0,0.31958172,0.1893979569163332
1,0.83903825,0.6835228398006994
0,0.14046606,0.08095434047284027
1,0.7733954,0.5935541994613395
0,0.57244164,0.3808377279191714
0,0.27941,0.1636853840162365
0,0.07156089,0.0421326311283767
0,0.2854143,0.16746781738391595
1,0.2031835,0.11729056945575052
0,0.238516,0.13844262368261837
1,0.6994775,0.5062459460349191
1,0.8033866,0.63297824961326
0,0.42638245,0.2631355451890919
0,0.3402678,0.20303317943842725
1,0.423466,0.26100281963772787
0,0.35699534,0.21427125717452636
0,0.22517896,0.13039180382920676
1,0.70372623,0.5109327027753788
1,0.25504598,0.14854109077001898
1,0.4568437,0.28586502904740635
1,0.8028354,0.6322295932399074
1,0.6932711,0.49946525900795696
0,0.1692752,0.09747835632495373
0,0.19945562,0.11509060081811254
1,0.6871337,0.4928349838713395
0,0.78257626,0.6053478838753539
0,0.099824615,0.05799014068550796
0,0.22583121,0.13078359504008036
1,0.7701451,0.5894341727783174
0,0.8387024,0.6830259419475437
0,0.66064733,0.4650384806193465
0,0.3762323,0.22744306093435787
0,0.31231084,0.18467126188236926
0,0.8656584,0.72430488132088
0,0.48323408,0.30626574634547804
0,0.28839704,0.16935447190326397
1,0.42080602,0.2590640520845625
0,0.10788003,0.06251891414675113
0,0.29738516,0.17507107016481063
1,0.7457699,0.5594115373916236
0,0.08324018,0.048684116040237604
1,0.7918525,0.617505982611944
0,0.22629768,0.13106390870895043
0,0.4032642,0.24642808456694318
0,0.09632348,0.05602403466435583
0,0.3463763,0.20711448447576003
0,0.6570807,0.461392595429556
0,0.3416615,0.2039621123683948
0,0.25378573,0.14776631714434482
1,0.6711265,0.4758814472605872
0,0.63477933,0.43908812893248567
1,0.10918893,0.06325558300747484
1,0.68579423,0.49139766452292677
1,0.76891845,0.587886644092749
0,0.14168414,0.08164812672057734
1,0.7186559,0.5276999436309947
0,0.5505946,0.3616988515966235
1,0.6899413,0.49585887241368143
0,0.24686253,0.1435245596692632
0,0.557205,0.3674254058680657
0,0.22032207,0.12748051044003314
1,0.7970143,0.6243805210079043
0,0.23988484,0.13927371759060428
0,0.57347167,0.3817553962898412
0,0.65100193,0.455229695868523
0,0.115877405,0.06702412541454657
0,0.05924599,0.03521049189769028
1,0.7917661,0.6173916310351586
0,0.45570987,0.2850036885704261
0,0.673112,0.47795829471423984
0,0.45912722,0.2876034572502562
0,0.7280288,0.5384725481517195
0,0.1329622,0.07668866813697642
1,0.8996219,0.7808758307300495
1,0.6829102,0.48831472783885027
0,0.24178036,0.14042609844349707
1,0.610087,0.4153293168423459
0,0.15143983,0.08721932314284325
1,0.58004594,0.38764601063750614
1,0.6431867,0.44739886145514673
1,0.54718316,0.35876482808179544
1,0.60040057,0.4062619050334336
0,0.70980835,0.5177066188593905
1,0.7362581,0.5480938957312438
1,0.8301727,0.6705451127371443
1,0.6908944,0.49688895054491294
0,0.5252165,0.34020930709318237
0,0.67266774,0.47749299198962536
1,0.043127455,0.0260922580515845
1,0.32035458,0.18990235991724094
0,0.48908865,0.31088613831737005
0,0.32484186,0.19283853762105668
0,0.43810305,0.2717817586710961
1,0.3304365,0.19651764987587397
1,0.3416666,0.2039655115187433
0,0.34155452,0.2038907541856948
1,0.0827426,0.048405073416919
1,0.7506638,0.5653192772599801
1,0.7851056,0.6086384747967163
1,0.8420808,0.6880432018276339
0,0.18485983,0.10653043563195055
1,0.7035976,0.5107902732120656
0,0.46630496,0.2931003841366807
0,0.1324025,0.07637105037964831
1,0.3040201,0.17932187207990313
0,0.294453,0.17320093204178202
1,0.7308955,0.5418066344465334
0,0.15631421,0.0900132170284539
0,0.20633258,0.11915344879955454
1,0.61463404,0.41963387201812313
0,0.30140606,0.17764396043648503
1,0.75094426,0.5656595930268828
0,0.17097801,0.0984632413535919
1,0.39377162,0.23969568171100197
0,0.12506977,0.0722165013093129
0,0.18649983,0.10748815664819662
0,0.5177486,0.3340296321439428
0,0.19053616,0.10984962363555727
1,0.8570439,0.7107944378624799
1,0.66874474,0.47339962905263777
1,0.48434684,0.307141215003487
0,0.18453051,0.1063382459115472
0,0.39785278,0.24258127774470298
0,0.17016523,0.09799301498806876
0,0.12610373,0.07280160238176128
0,0.25178078,0.14653540057027437
0,0.19822717,0.11436688788695526
1,0.594307,0.4006276466447892
0,0.7943707,0.6208498646552015
0,0.4982706,0.3182044123243569
1,0.804883,0.6350153485884285
0,0.6639913,0.46847712207421477
1,0.1476999,0.08508040802059814
1,0.802161,0.6313148865608935
1,0.63225645,0.4366166924276076
0,0.3797615,0.2298894357358284
1,0.43734637,0.27121987292665894
0,0.13116068,0.07566661108504055
0,0.5230795,0.3384344370002645
0,0.13841982,0.07978972431895737
0,0.05622529,0.033508161969198966
1,0.23177734,0.13436437653106567
0,0.80800563,0.6392889754425944
0,0.16754189,0.09647684666672637
0,0.41209617,0.25275790949807464
0,0.1260385,0.0727646874402161
0,0.18285093,0.10535866493126117
0,0.10362959,0.060128313435838965
0,0.3770033,0.2279767096743625
0,0.75741047,0.5735607165637686
0,0.7412694,0.5540298421406713
1,0.5489098,0.3602480083974887
0,0.19367908,0.11169277125595252
0,0.63325834,0.4375969278676844
1,0.58975375,0.39645208746685145
1,0.34779158,0.20806375765391763
0,0.6269632,0.4314644820556754
0,0.18233365,0.10505718441201839
1,0.74758554,0.5615964653208476
0,0.12956508,0.07476200613660945
1,0.25948086,0.15127410742276673
0,0.09785738,0.05688527226669422
0,0.5463756,0.35807237086957516
0,0.11903878,0.06880802650118953
0,0.70137894,0.5083388679924637
1,0.81182784,0.644562234940359
0,0.3509944,0.2102171445807627
0,0.21211593,0.12258559542139587
0,0.2167897,0.1253698206132339
0,0.1347161,0.07768444667158139
1,0.7724814,0.5923927010633031
0,0.6495608,0.4537779356947797
1,0.08703271,0.05081106157093762
0,0.15375367,0.08854468070952333
1,0.8869859,0.7591721296611836
1,0.69023114,0.4961719396728523
0,0.33443534,0.19916000190563654
0,0.38149256,0.23109284949836045
0,0.30039793,0.17699797017083613
0,0.4845701,0.3073170101081108
1,0.72831434,0.538803832983657
1,0.24844825,0.14449396805093478
0,0.32522252,0.1930882193695562
0,0.2920978,0.17170247200123828
0,0.63004994,0.43446356088852983
1,0.16124775,0.09284842152568765
0,0.8062385,0.6368666699668576
1,0.2583229,0.15055951415239943
0,0.05734312,0.034138388531538395
0,0.28675246,0.1683135984259748
0,0.060467646,0.03589835043771913
0,0.26382867,0.15396348400387264
1,0.7038643,0.5110855983133383
0,0.64949626,0.45371299003990445
0,0.26256743,0.15318230349963088
0,0.43134555,0.2667819731208273
0,0.6222708,0.4269341088097332
0,0.75240254,0.5674323712612738
0,0.3373576,0.20109772967320338
1,0.8287606,0.6685040935507395
1,0.7068154,0.5143636489680192
0,0.65489084,0.45916506148105085
0,0.114143394,0.06604641227037164
0,0.3815828,0.23115564695630708
0,0.3427528,0.20469041302030583
1,0.5469747,0.3585860279576417
1,0.4219873,0.2599242927286133
0,0.11631299,0.06726980902479265
0,0.41775045,0.2568444246672508
1,0.70184505,0.5088530362194119
0,0.18873236,0.10879353052816344
1,0.6746018,0.4795214306999441
0,0.4485845,0.27961837457689614
0,0.25403184,0.1479175542002614
0,0.35973108,0.2161279771432169
0,0.07466958,0.043877085026146304
0,0.30030823,0.1769405182524995
0,0.72626776,0.5364336460405609
0,0.053978357,0.032240313530994116
0,0.2340748,0.13575236443514935
0,0.049272105,0.029579552065707296
0,0.25224233,0.14681858057147976
1,0.69261926,0.4987575616335375
0,0.141078,0.08130283137690134
0,0.32179958,0.19084645207182183
0,0.1932638,0.11144901058595356
0,0.4785501,0.30259443146518206
0,0.17489117,0.10073035023829496
0,0.7667861,0.5852060373703093
0,0.5488488,0.3601955674367693
0,0.65664643,0.46095018498480694
1,0.45668802,0.2857466853647428
0,0.22297831,0.12907137194671292
0,0.317558,0.18807899608476203
0,0.13716047,0.07907349507431603
1,0.4767775,0.3012108358210368
0,0.2118498,0.12242734197415896
1,0.35820207,0.21508959025592925
0,0.25308174,0.14733387562005304
0,0.2560152,0.14913751017930713
1,0.619164,0.42395338863020854
0,0.39511764,0.24064592184741468
0,0.517372,0.33371969028761256
0,0.37462482,0.2263319084356638
1,0.65293324,0.45718082882954886
0,0.16976143,0.09775948999916168
0,0.1106595,0.06408354892300366
0,0.37302324,0.22522676661540506
0,0.14205605,0.08186003089309504
0,0.12258974,0.07081400474897534
0,0.14751653,0.08497563675694145
0,0.5285112,0.342956025809822
1,0.73913944,0.5514996540033799
1,0.22710364,0.13154847091033398
1,0.57573134,0.38377353173578976
1,0.27259043,0.15941395168259317
0,0.11378331,0.06584344361010211
0,0.89203775,0.7677501597370252
0,0.3311596,0.1969946684116661
0,0.593678,0.40004907173690396
1,0.37431437,0.22611753657270875
0,0.20136686,0.1162177832100815
0,0.61421204,0.41923306532592886
1,0.13878672,0.07999846366457097
1,0.7323657,0.5435237744174681
1,0.7389136,0.5512320050195538
1,0.47711602,0.3014748239964235
1,0.66756254,0.47217158560250194
0,0.7255747,0.5356331043437028
0,0.5244609,0.33958114359183744
0,0.089728296,0.05232304784306839
0,0.87624365,0.7413473509079164
1,0.59089637,0.39749718073337986
0,0.5777527,0.3855846422631991
1,0.6075818,0.41297096230839175
1,0.79044557,0.6156459413306087
0,0.7708837,0.590367864123104
1,0.7176505,0.5265558583255223
1,0.35121563,0.21036614653038224
0,0.12337528,0.07125810596393449
0,0.21828718,0.1262639321944664
0,0.241053,0.1399836941461336
0,0.0416349,0.025242407758430566
0,0.2848753,0.16712742978585596
0,0.4044488,0.24727336125450866
0,0.23112428,0.13397029382674455
0,0.39477846,0.24040633770371952
0,0.0777088,0.04558197103728005
0,0.290298,0.17055957129906643
0,0.16359994,0.09420289266172567
0,0.24303535,0.14119004155876252
1,0.6009747,0.40679549929742703
1,0.5336929,0.34730148087771
0,0.3596092,0.21604513597226135
0,0.151583,0.08730128475506704
0,0.16751172,0.09645942045384232
0,0.6905243,0.49648871501008474
0,0.50294226,0.32196222719146095
0,0.6820738,0.4874235839397498
0,0.014306671,0.009315631221861641
0,0.64919025,0.4534052091776207
1,0.7763164,0.5972812389545936
0,0.2965702,0.17455078411730077
0,0.6070655,0.4124860850330685
0,0.516494,0.3329976527637675
0,0.18667203,0.1075887746052421
1,0.55527794,0.36575031367310024
0,0.6923186,0.49843143401890205
1,0.8486977,0.6979956645820584
0,0.60958177,0.4148529660342679
1,0.580958,0.3884678486835445
0,0.49236602,0.31348811716658304
0,0.28612217,0.16791509534845014
1,0.4856804,0.3081920754684731
0,0.32317337,0.19174527359582288
0,0.36351472,0.21870479660930614
0,0.1811698,0.10437922730476683
0,0.8506304,0.7009346574003401
0,0.20943199,0.12099102681224279
0,0.6215593,0.42625017125500375
0,0.48972625,0.3113914601002154
0,0.80011046,0.628542432145084
0,0.15099026,0.08696199514402
0,0.17407916,0.10025947034370525
0,0.08140558,0.047655269775420075
0,0.60245824,0.4081765741612228
0,0.7239623,0.533774896675598
1,0.6864486,0.4920993581120238
1,0.6298904,0.43430816025806934
1,0.78375626,0.6068807665374234
0,0.25374833,0.14774333579527815
0,0.16608298,0.09563466042677712
0,0.44738632,0.278717447637537
0,0.12488937,0.07211443872261868
1,0.24534303,0.14259681681539355
0,0.06330723,0.03749600848794103
0,0.09440116,0.05494498487167656
1,0.7341969,0.5456694419315308
0,0.18987672,0.1094633899478641
0,0.76738346,0.5859557677521493
1,0.5406232,0.3531630734018813
0,0.4757465,0.3004075636159648
0,0.21814284,0.1261777028211714
0,0.16602835,0.09560313927177318
0,0.11772119,0.0680643156765753
1,0.6765681,0.4815907928225345
0,0.15315041,0.08819898343925865
0,0.11753523,0.06795937732691149
1,0.36664063,0.22084152806851307
0,0.44950277,0.2803097369652383
1,0.8030387,0.6325056153386246
0,0.8039228,0.6337073301975441
0,0.7145816,0.5230772238542984
1,0.7363875,0.548246432478189
1,0.63889086,0.4431379174937992
1,0.76747066,0.5860652914096608
0,0.6197801,0.4245433272174178
1,0.7728319,0.5928378703366426
0,0.12522022,0.0723016282533417
0,0.13757895,0.07931145358859155
1,0.29017425,0.1704810452713966
0,0.6046947,0.4102646315552099
0,0.68225,0.48761125285665197
0,0.5785439,0.3862950349644488
0,0.10804532,0.06261192502132404
1,0.8336704,0.6756311259836615
0,0.32482025,0.19282436842185596
0,0.24589564,0.14293408326287707
0,0.6127531,0.41784946923209415
1,0.2728906,0.15960141971259564
0,0.663287,0.4677512359914071
0,0.39777455,0.24252583898696592
1,0.6525251,0.456767993943812
1,0.6013434,0.4071384439378173
1,0.43563497,0.2699509396398034
0,0.23984122,0.13924722207623552
1,0.71495605,0.523500571686157
0,0.5510671,0.36210634872712255
0,0.23332997,0.1353021057322982
0,0.7032836,0.5104427242321278
0,0.45071295,0.2812220766374333
0,0.7165992,0.5253619573353296
0,0.11290567,0.065348841493928
1,0.6555559,0.45984068693370045
0,0.42719796,0.2637332277671177
1,0.79894733,0.6269755251706756
1,0.8153424,0.6494527669290697
0,0.43647492,0.27057340028795496
1,0.29248962,0.17195153074574263
0,0.8627411,0.7196944754358663
0,0.17204303,0.09907973668946667
0,0.3897531,0.2368672970982752
1,0.6305526,0.43495336422664693
0,0.53772855,0.35070782640606746
1,0.87400144,0.7376953102196224
0,0.07908459,0.046353605622691085
1,0.75031716,0.5648988702568564
0,0.12753098,0.0736096343034431
0,0.34048712,0.20317926973765596
1,0.54978466,0.3610009378594724
0,0.4480893,0.27924586754706726
1,0.2613015,0.15239905581595797
1,0.7910514,0.616446172187688
1,0.79921037,0.6273295129264064
1,0.43621698,0.2703821822701924
0,0.61734223,0.42221249355145046
0,0.3430339,0.2048781395341568
0,0.28548235,0.1675107964396139
0,0.3229326,0.1915876573092654
1,0.06122024,0.036321942655387046
0,0.24408484,0.14182948771851234
0,0.20270962,0.11701059296850512
1,0.87774175,0.7438003333834772
0,0.13336164,0.076915386505942
0,0.6058934,0.4113867497994125
1,0.82921463,0.6691595430005092
0,0.6004513,0.406309029557983
0,0.24569295,0.1428103633159004
0,0.2960474,0.1742172063557842
0,0.086219445,0.05035493720001987
0,0.49564755,0.31610469361872007
0,0.6137947,0.4188369393692048
0,0.2716446,0.15882356131816516
0,0.24906613,0.14487204089061967
0,0.073807165,0.04339321059841438
1,0.6228221,0.42746457633087387
1,0.3207296,0.19014725963663356
0,0.21945575,0.12696234341924528
0,0.3414918,0.20384891688226386
0,0.36783555,0.2216602187111634
0,0.35892284,0.2155788729329623
0,0.67107165,0.47582419044654756
0,0.534931,0.34834446396443003
1,0.8851979,0.7561666370430634
1,0.35369495,0.21203841785662014
0,0.34007362,0.20290385163145455
0,0.35042307,0.20983248385111025
0,0.37131786,0.2240521081045718
1,0.7042081,0.5114665552833275
0,0.10618841,0.061567197274974846
0,0.43727338,0.27116570325544515
0,0.2786627,0.16321605188459135
1,0.68010336,0.485329539184319
0,0.08790997,0.05130309452546068
1,0.68533504,0.490905731840145
0,0.1627883,0.09373532393927954
0,0.6397871,0.4440243426501895
1,0.65964544,0.464012064816085
1,0.37518847,0.22672130505236052
0,0.37513706,0.2266857794057587
1,0.6810491,0.4863337091847219
0,0.41823933,0.2571990200848072
1,0.5099362,0.3276322518898699
0,0.29389778,0.17284738723629187
0,0.32113245,0.19041041721343643
0,0.52848154,0.3429312234586029
1,0.8093933,0.6411980288977845
1,0.66787225,0.47249305690094956
0,0.14560243,0.0838825713178116
1,0.2897253,0.17019628609390228
0,0.2364832,0.13721007614632855
0,0.22757097,0.13182957887696994
0,0.1745145,0.10051189150096977
0,0.45619565,0.2853725723252504
0,0.59371394,0.40008211646968406
1,0.82273215,0.6598689351828031
0,0.095436,0.05552583100455205
0,0.20629081,0.11912871320458467
0,0.3767221,0.2277820184506617
1,0.5823586,0.38973208533724946
0,0.25849348,0.1506647417414392
1,0.44778877,0.27901990924704445
0,0.35758898,0.21467369480933524
0,0.34862462,0.20862315044721172
0,0.29529518,0.1737375561003887
0,0.08912922,0.051986992019043644
1,0.8842194,0.7545285654079228
0,0.2834614,0.1662353191621991
0,0.7998416,0.6281798474638153
0,0.1002463,0.058227025958483315
